0,0,0.110416201
0,0.01,8.741320078
0,0.02,9.985661514
0,0.03,16.24862402
0,0.04,21.38393573
0,0.05,25.57946459
0,0.06,28.39139098
0,0.07,36.77775327
0,0.08,41.50235185
0,0.09,41.6956416
0,0.1,50.39623036
0,0.11,53.65516391
0,0.12,61.09757479
0,0.13,64.50754307
0,0.14,70.94937312
0,0.15,76.13412417
0,0.16,76.5630858
0,0.17,83.11649577
0,0.18,89.95583366
0,0.19,93.99385256
0,0.2,97.40659924
0,0.21,102.7896607
0,0.22,110.0928371
0,0.23,114.1301345
0,0.24,121.2564708
0,0.25,125.5555217
0,0.26,128.1153561
0,0.27,134.81047
0,0.28,141.313592
0,0.29,144.354071
0,0.3,148.643314
0,0.31,154.9243998
0,0.32,161.7399462
0,0.33,164.8890344
0,0.34,168.6535314
0,0.35,172.2572471
0,0.36,181.0663966
0,0.37,180.2707107
0,0.38,190.8068736
0,0.39,192.0888878
0,0.4,200.1433234
0,0.41,207.4644514
0,0.42,211.1239588
0,0.43,215.6932834
0,0.44,219.9858722
0,0.45,224.3846932
0,0.46,231.1196232
0,0.47,234.5143987
0,0.48,241.2223706
0,0.49,244.7990476
0,0.5,252.5573046
0,0.51,255.4058012
0,0.52,259.9750018
0,0.53,267.138239
0,0.54,271.118338
0,0.55,277.9970354
0,0.56,279.2995744
0,0.57,281.357149
0,0.58,289.268958
0,0.59,297.3735325
0,0.6,296.4754471
0,0.61,305.2192497
0,0.62,311.2581412
0,0.63,314.2606073
0,0.64,320.5135355
0,0.65,326.7512337
0,0.66,330.6063592
0,0.67,333.4386328
0,0.68,339.0261485
0,0.69,345.7509583
0,0.7,352.4550313
0,0.71,351.3064269
0,0.72,358.6782856
0,0.73,361.9298106
0,0.74,370.829377
0,0.75,374.0406129
0,0.76,382.0945009
0,0.77,384.7530333
0,0.78,388.696013
0,0.79,394.5983052
0,0.8,398.2524132
0,0.81,407.0814621
0,0.82,409.3389185
0,0.83,415.0178109
0,0.84,418.3997181
0,0.85,424.9597778
0,0.86,431.3679589
0,0.87,433.8735478
0,0.88,440.4609371
0,0.89,443.0813049
0,0.9,450.8915179
0,0.91,456.5746773
0,0.92,459.5639524
0,0.93,464.6629336
0,0.94,469.0325616
0,0.95,478.5660631
0,0.96,479.774104
0,0.97,484.7727079
0,0.98,490.0537158
0,0.99,495.0200223
